name,stars,city,state_name,party,education,salary,median_rent_2025_10_31,population_density
Wawa,3.5,Horsham,Pennsylvania,Republican,25.9,99121.0,1631.6666666666667,
Starbucks,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dawson's Coffee House,4.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Adriatic Cafe,3.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Starbucks,3.0,Hermitage,Tennessee,Democrat,,75197.0,,
Kaldi's Coffee,4.0,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
The Human Bean,4.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
J & J's Market & Cafe,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Kung Fu Tea,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Roots Cafe,3.5,West Chester,Pennsylvania,Democrat,58.0,81492.0,2121.137626262627,
HARO coffee & chocolate,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Nosh Cafe,4.5,Oldsmar,Florida,Republican,38.5,76100.0,1936.440476190476,
Wawa,2.0,Haddon Township,New Jersey,Democrat,,91000.0,2853.0,
Sheyegirl Coffee,5.0,Ashland City,Tennessee,Republican,,73921.0,1627.0,
illy Coffee,3.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
The Urban Market,4.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Coffee Beanery,3.5,Wilmington,Delaware,Democrat,38.7,55269.0,1756.0830026455026,
Dunkin',2.0,Bryn Mawr,Pennsylvania,Democrat,55.4,87218.0,2184.9999999999995,
McDonald's,1.5,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Deathproof Coffee,4.5,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Dunkin',2.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Penn's Table,4.0,West Chester,Pennsylvania,Democrat,58.0,81492.0,2121.137626262627,
Wawa,4.0,Spring City,Pennsylvania,Democrat,58.0,73323.0,1669.4444444444443,
Z'otz,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Foundation Coffee,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Dunkin',2.5,Levittown,Pennsylvania,Republican,45.2,101619.0,1847.9166666666667,
Beck’s Farmhouse Coffee,5.0,Joelton,Tennessee,Democrat,,75197.0,,
Azteca Bakery,4.5,Smyrna,Tennessee,Republican,36.6,78409.0,1682.256728778468,
MJ Cafe,5.0,Goleta,California,Democrat,38.6,118039.0,3642.484920634921,
McDonald's,1.5,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
McDonald's,2.0,Alton,Illinois,Republican,32.0,53005.0,904.2222222222222,
Hub Coffee Roasters Roastery,3.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Talk N Coffee,4.5,Deptford,New Jersey,Republican,,91000.0,,
Connections on High,5.0,Pottstown,Pennsylvania,Democrat,55.4,56174.0,1755.439393939394,
Cajé Coffee Roasters - Haley St,4.5,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Kung Fu Tea,4.0,Media,Pennsylvania,Democrat,44.4,86219.0,1922.0873015873012,
Starbucks,2.5,Plant City,Florida,Republican,39.6,64536.0,2014.522077922078,
Alvernon Donut Shop,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Dunkin',2.5,Glassboro,New Jersey,Republican,37.6,80388.0,2963.31746031746,
McDonald's,1.0,Trenton,New Jersey,Democrat,47.3,47102.0,2197.5047619047623,
Dunkin',2.0,Broomall,Pennsylvania,Democrat,44.4,114844.0,,
Park Avenue Coffee,4.0,Saint Louis,Missouri,Democrat,,55279.0,,
Dutch Bros Coffee,2.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Liberty II Diner,4.0,Bordentown,New Jersey,Democrat,,91208.0,,
Volume Live Music Cafe,4.0,Blackwood,New Jersey,Democrat,38.8,81154.0,2023.6111111111115,
The Candied Rib Company,5.0,Mt. Juliet,Tennessee,Republican,,75197.0,,
Jenkintown Java,4.0,Jenkintown,Pennsylvania,Democrat,55.4,114306.0,1958.388888888889,
Swiss Haus Bakery,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Wawa,3.5,Sun City Center,Florida,Republican,39.6,71012.0,2150.534722222222,
Starbucks,3.5,Collinsville,Illinois,Republican,32.0,65170.0,1033.2380952380952,
Starbucks,2.0,Bridgeton,Missouri,Democrat,46.7,73320.0,,
Starbucks,3.5,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
Grands Homemade Ice Cream and Sweets...,4.5,Pitman,New Jersey,Republican,37.6,96199.0,,
Just Love Coffee Cafe - McEwen,3.5,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
Fork & Function on Central,5.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
McDonald's,1.5,Hermitage,Tennessee,Democrat,,75197.0,,
Wawa,2.5,Feasterville-Trevose,Pennsylvania,Republican,,60698.0,,
Dunkin',1.5,Conshohocken,Pennsylvania,Democrat,55.4,117330.0,2378.5670794633643,
Dunkin' Donuts,2.5,Media,Pennsylvania,Democrat,44.4,86219.0,1922.0873015873012,
Dunkin',2.0,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Top Out Cafe,5.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Royal Tea Room & Gift Shoppe,4.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
PJ's Coffee,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Dunkin',3.0,Bridgeton,Missouri,Democrat,46.7,73320.0,,
Steep Station,4.0,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
Starbucks,3.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Hub Coffee Roasters,3.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Hub Coffee Roasters,4.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Mokka Cafe,3.5,Columbia,Illinois,Republican,,107922.0,,
The Spice & Tea Exchange of John's Pass,4.5,Madeira Beach,Florida,Republican,38.5,79798.0,2394.3888888888887,
One Village Coffee,5.0,Souderton,Pennsylvania,Democrat,55.4,85625.0,,
Starbucks,4.0,Pinellas Park,Florida,Republican,38.5,62043.0,2039.4087024087028,
The Donut + Dog,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Wawa,3.5,Seminole,Florida,Republican,38.5,77335.0,2247.2611111111114,
Lena's Custom Desserts,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Caffé Nove,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
La Colombe Coffee,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
PJ's Coffee,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Fanny's Cocina,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Cali Cafe,4.5,Riverview,Florida,Republican,39.6,95442.0,2171.145685305324,
Dunkin',4.0,Bellmawr,New Jersey,Democrat,38.8,74812.0,,
Starbucks,3.0,University City,Missouri,Democrat,46.7,76466.0,1582.4187134502924,
Starbucks,4.0,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
Starbucks,4.0,St. Petersburg,Florida,Republican,38.5,73118.0,,1632.0
Death of The Fox Brewing,4.0,Clarksboro,New Jersey,Republican,,91000.0,,
Bula On the Beach,3.5,Madeira Beach,Florida,Republican,38.5,79798.0,2394.3888888888887,
Starbucks,3.0,Plymouth Meeting,Pennsylvania,Democrat,55.4,109706.0,2298.111111111112,
Bula Kavananda,5.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Soy Cafe,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
The Corner Coffee House,3.0,Saint Louis,Missouri,Democrat,,55279.0,,
GulfPerk Coffee Bar,5.0,Gulfport,Florida,Republican,38.5,68617.0,2081.904761904762,
Wawa,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,2.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Starbucks - Indianapolis,4.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Melt,4.5,Saint Louis,Missouri,Democrat,,55279.0,,
St. Pat's Irish Coffeehouse,5.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Spread Bagelry,2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,1.5,Granite City,Illinois,Republican,32.0,60490.0,,
Franklin Juice Co.,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Fairly Grounded,4.0,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Wawa,3.0,Royersford,Pennsylvania,Democrat,55.4,67083.0,1867.1333333333328,
Tooley's on Congress,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Steadfast Commons,4.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Venice Pizza and Pasta,4.5,Lutz,Florida,Republican,39.6,114516.0,2055.789287749288,
Bagelicious and More,3.5,Wesley Chapel,Florida,Republican,31.3,107004.0,2225.93855222764,
MiXXed Breed Cafe,2.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,3.0,University City,Missouri,Democrat,46.7,76466.0,1582.4187134502924,
Dunkin',2.0,Deptford,New Jersey,Republican,,91000.0,,
Provence Breads & Cafe,1.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
CineMug,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,3.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
McDonald’s,1.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Starbucks,3.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Wawa,3.5,Oaklyn,New Jersey,Democrat,38.8,81514.0,,
Fry's Food Stores,3.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Filter Cafe,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Teapioca Lounge,4.5,North Wales,Pennsylvania,Democrat,55.4,115833.0,1930.419047619048,
Tinker Coffee,5.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Starbucks,3.0,Fishers,Indiana,Republican,62.7,128141.0,1951.650886475448,
Caffe Luxxe,3.5,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Wawa,4.0,Runnemede,New Jersey,Democrat,38.8,100366.0,,
Starbucks,1.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
La Vie En Rose Cafe,5.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Revelator Coffee New Orleans,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Dunkin',3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Cafe Du Monde,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Dunkin',2.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',2.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Mojo Asian Fusion Café,4.0,Isla Vista,California,Democrat,38.6,24428.0,9082.222222222224,
Brew Ha Ha,4.0,Greenville,Delaware,Democrat,38.7,139541.0,,
Gladden and Sons Produce,4.5,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
McDonald's,2.0,Goleta,California,Democrat,38.6,118039.0,3642.484920634921,
Sump Coffee,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Luna Libre,5.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Starbucks,2.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Starbucks,3.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Starbucks,3.0,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Batter & Dough,4.5,Wesley Chapel,Florida,Republican,31.3,107004.0,2225.93855222764,
Tim Hortons,3.5,Saint Louis,Missouri,Democrat,,55279.0,,
Tri-County Produce Co,4.0,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Cornerstone Coffee House,3.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Starbucks,4.5,Largo,Florida,Republican,38.5,60465.0,1787.582052090859,
Starbucks,3.5,Edwardsville,Illinois,Republican,32.0,92671.0,1571.0952380952378,
Geoffrey's Floral Design and Bakery Cafe,2.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Dunkin',3.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Starbucks,3.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Moxie Java,2.0,Garden City,Idaho,Republican,46.3,66859.0,1762.2539682539682,
Commune + Co,5.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Cafe Du Meemo,1.5,Fishers,Indiana,Republican,62.7,128141.0,1951.650886475448,
Starbucks,3.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Grove Cafe,4.5,Conshohocken,Pennsylvania,Democrat,55.4,117330.0,2378.5670794633643,
McDonald's,1.5,Palm Harbor,Florida,Republican,38.5,75354.0,1901.0656790123455,
Cafe Seventy Two,4.0,Ewing,New Jersey,Democrat,,91000.0,2199.345238095238,
Dunkin',2.0,Quakertown,Pennsylvania,Republican,45.2,70978.0,1718.75,
McDonald's,1.5,Hazelwood,Missouri,Democrat,46.7,55930.0,1394.4166666666667,
Philly's Gourmet Cafe,2.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Our Deli & Meats,4.0,Paoli,Pennsylvania,Democrat,58.0,117094.0,2429.0333333333333,
McDonald's,2.0,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
The Lodge,4.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Tea Magic,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Wawa,3.0,Voorhees,New Jersey,Democrat,,66927.0,,
Barnes & Noble Booksellers,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Plan Shop Live,5.0,Maryville,Illinois,Republican,32.0,100813.0,,
Savaya Coffee Market,4.5,Marana,Arizona,Democrat,37.9,108256.0,2097.519841269841,
Perks Coffee & Cafe,4.5,Kenner,Louisiana,Republican,31.2,64099.0,1663.6666666666667,
McDonald's,2.0,Belleville,Illinois,Democrat,34.2,60529.0,1072.5014005602245,
Teleo Coffee,4.5,Kirkwood,Missouri,Democrat,46.7,117439.0,2012.5779645191408,
Starbucks,3.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
IHOP,3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin',1.5,Wyncote,Pennsylvania,Democrat,55.4,144281.0,1951.388888888889,
Donut Wheel,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Abington All Star Bagel,4.5,Abington,Pennsylvania,Democrat,,60698.0,,
Cube Cafe,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Starbucks,3.0,Edwardsville,Illinois,Republican,32.0,92671.0,1571.0952380952378,
Churros Cafe,4.0,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Java Coffee & Café,4.5,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Southwark Restaurant,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Pho Bowl,4.5,Clearwater,Florida,Republican,38.5,64440.0,1956.247155052128,1727.0
Dunkin',2.0,Newark,Delaware,Democrat,38.7,71373.0,2153.965643274854,
Dunkin',3.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Willa Jean,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Revolutionary Grounds Books and Coffee,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
My Fair Trade Lady,5.0,Haddon Heights,New Jersey,Democrat,38.8,126055.0,,
Cafe at Riverbend,3.5,Conshohocken,Pennsylvania,Democrat,55.4,117330.0,2378.5670794633643,
Sweet Christine's Bakery,4.0,Kennett Square,Pennsylvania,Democrat,58.0,74259.0,2455.2000000000003,
Cafe Breve,3.5,Saint Louis,Missouri,Democrat,,55279.0,,
Fix Juice,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Vitality Bowls,3.5,Carmel,Indiana,Republican,62.7,134602.0,1827.6327732974908,
Comida,4.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Zemam's Too,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Uncle Bill's Pancake & Dinner House,3.5,Saint Louis,Missouri,Democrat,,55279.0,,
McDonald's,2.5,Creve Coeur,Missouri,Democrat,46.7,119454.0,1351.9381313131314,
Black Crown Coffee Co.,4.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
8th & Roast Charlotte,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Coast Roast Coffee & Tea,4.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Blind Tiger Cafe - Westshore Plaza,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Fitzwater Street Philly Bagels,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
The Natural Cafe,4.0,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Starbucks,3.0,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
McDonald's,1.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
McDonald's,2.5,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Handlebar Coffee Roasters,4.5,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Herbiary,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Wawa,3.0,West Deptford,New Jersey,Republican,,91000.0,,
McDonald's,2.0,Greenwood,Indiana,Republican,38.0,78765.0,1632.2466230936818,
Speedway,2.5,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Lighthouse Coffee,4.5,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
McDonald's,2.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Rival Bros,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
FARE,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
The Coffee Station,3.5,Morton,Pennsylvania,Democrat,44.4,54881.0,1400.0,
World Coffee,4.5,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
Wawa,4.5,Thorndale,Pennsylvania,Democrat,58.0,107995.0,1821.6666666666667,
Wawa,3.0,Aston,Pennsylvania,Democrat,,60698.0,,
Papalani Gelato,3.5,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Outlaw Coffee,4.5,Verdi,Nevada,Democrat,37.3,102625.0,2019.75,
7-Eleven,2.0,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Starbucks,2.0,Brandon,Florida,Republican,39.6,77068.0,1944.9896640826876,
Starbucks,3.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
The Lincoln Room,4.0,West Chester,Pennsylvania,Democrat,58.0,81492.0,2121.137626262627,
Nudy's Eastside Café,3.5,Wayne,Pennsylvania,Democrat,44.4,143981.0,2133.833333333333,
Paletas Y Helados Bambino,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
McDonald's,2.0,Ruskin,Florida,Republican,39.6,76402.0,2210.5286195286194,
Itty Bitty Donuts & Specialty Coffee,4.5,Nolensville,Tennessee,Republican,65.8,170068.0,2958.472222222222,
Picasso's Coffee House,4.5,Saint Charles,Missouri,Republican,,55279.0,,
Courthouse Cafe,4.0,Gretna,Louisiana,Republican,31.2,46045.0,1570.4761904761906,
Coat Check Coffee,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
McDonald's,2.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
OmTurtleYoga & Cafe,5.0,Ferguson,Missouri,Democrat,46.7,46106.0,1299.638888888889,
The Original Leena's Chocolates,4.5,Valrico,Florida,Republican,39.6,98451.0,2396.349170437405,
Kahve Coffee,5.0,Boise,Idaho,Republican,46.3,76402.0,1769.288449703903,
Cafe Fleur,5.0,Wayne,Pennsylvania,Democrat,44.4,143981.0,2133.833333333333,
MaryAnn's Tea Room,4.0,Saint Louis,Missouri,Democrat,,55279.0,,
The Blind Tiger Cafe - Westchase,4.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
O’bar Cafe,4.0,Edwardsville,Illinois,Republican,32.0,92671.0,1571.0952380952378,
Starbucks,2.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Starbucks,2.0,Villanova,Pennsylvania,Democrat,55.4,250001.0,,
Ren Coffeehouse,4.0,Tucson,Arizona,Democrat,37.9,54546.0,1468.4007810603507,904.0
Wawa,3.0,Hatfield,Pennsylvania,Democrat,,72070.0,1615.111111111111,
Starbucks,3.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
McDonald's,1.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
NOLA Grind,4.0,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Starbucks,3.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Myers Front Porch,4.0,Hendersonville,Tennessee,Republican,35.1,91503.0,1604.2083028083027,
The Bean Bistro & Cafe,3.5,Franklin,Tennessee,Republican,65.8,115000.0,2052.104521404521,
PJ's Coffee,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Dunkin',2.5,Warminster,Pennsylvania,Republican,,60698.0,,
Krispy Kreme,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin' Donuts,3.0,Bordentown,New Jersey,Democrat,,91208.0,,
Phresh Teas  - IV location,3.0,Isla Vista,California,Democrat,38.6,24428.0,9082.222222222224,
Starbucks,3.5,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
Mama Hawk’s Kitchen & Coffee,4.0,Lahaska,Pennsylvania,Republican,,60698.0,,
Ray's Café & Teahouse,4.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Media Bean Cafe',4.5,Newtown Square,Pennsylvania,Democrat,,60698.0,3116.611111111111,
Point of Destination Cafe,3.5,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Dunkin' Donuts,3.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Starbucks,3.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
McDonald's,1.5,Metairie,Louisiana,Republican,31.2,73256.0,1645.3324786324786,
McDonald's,2.5,Lawrence Township,New Jersey,Democrat,,91000.0,2587.964285714286,
The Well Coffeehouse,4.0,Nashville,Tennessee,Democrat,51.2,75197.0,1803.1395088912257,537.0
Kaffeine Coffee,4.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Mt Airy Read & Eat,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
7-Eleven,1.5,Sparks,Nevada,Democrat,37.3,86979.0,1964.762212770985,
Starbucks,4.0,Webster Groves,Missouri,Democrat,46.7,110716.0,1882.222222222222,
Se7en,3.5,Reno,Nevada,Democrat,37.3,78448.0,1895.051309846432,920.0
Sunrise Cafe,3.5,Kennett Square,Pennsylvania,Democrat,58.0,74259.0,2455.2000000000003,
Peet's Coffee,4.0,Santa Barbara,California,Democrat,38.6,101672.0,3646.9091098603294,
Spread Bagelry,2.5,Bryn Mawr,Pennsylvania,Democrat,55.4,87218.0,2184.9999999999995,
The Zen Den,4.0,Doylestown,Pennsylvania,Republican,,93672.0,2597.1666666666665,
McDonald's,3.5,Malaga,New Jersey,Republican,37.6,107875.0,,
Melodies Cafe,3.0,Ardmore,Pennsylvania,Democrat,55.4,115273.0,2250.083333333333,
Dunkin',3.0,Temple Terrace,Florida,Republican,39.6,65756.0,1778.454415954416,
Dunkin',1.5,Old Hickory,Tennessee,Democrat,,75197.0,,
Dunkin',2.0,Flourtown,Pennsylvania,Democrat,55.4,144634.0,,
Gracious Bakery + Cafe,3.5,New Orleans,Louisiana,Democrat,43.3,55339.0,1635.4273395346563,892.0
Desert Rain Coffee,5.0,Oro Valley,Arizona,Democrat,37.9,105342.0,1923.6564327485376,
Half & Half,3.5,Webster Groves,Missouri,Democrat,46.7,110716.0,1882.222222222222,
Speedway,2.0,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
Starbucks,3.0,Fishers,Indiana,Republican,62.7,128141.0,1951.650886475448,
Kung Fu Tea,4.0,Abington,Pennsylvania,Democrat,,60698.0,,
Wawa,4.0,Mount Laurel,New Jersey,Democrat,,91000.0,,
J's Pitaria,4.5,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
J'aime Le Cafe,4.5,Marrero,Louisiana,Republican,31.2,45633.0,1651.5873015873017,
Crossroads Coffee House,4.0,Drexel Hill,Pennsylvania,Democrat,44.4,87993.0,1913.0555555555557,
Starbucks,2.0,King of Prussia,Pennsylvania,Democrat,55.4,86149.0,2166.7329901329904,
Toojay's,3.0,Tampa,Florida,Republican,39.6,71302.0,2011.9116084311615,1284.0
Anthony's Italian Coffee House and Chocolate House,4.0,Philadelphia,Pennsylvania,Democrat,36.4,60698.0,1715.4754572988052,4517.0
Ana's Corner Store,4.5,East Norriton,Pennsylvania,Republican,25.9,60698.0,,
Golden Dinosaurs,4.5,Gulfport,Florida,Republican,38.5,68617.0,2081.904761904762,
McDonald's,1.5,St. Louis,Missouri,Democrat,46.7,55279.0,,1943.0
McDonald's,1.5,Indianapolis,Indiana,Democrat,35.3,62995.0,1376.034945102525,913.0
